# creator_id:
# - orcid:0000-0002-6379-8932
# - orcid:0000-0002-8461-9745
# curie_map:
#   CO_320: http://purl.obolibrary.org/obo/CO_320_
#   TO: http://purl.obolibrary.org/obo/TO_
#   orcid: https://orcid.org/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_set_group: rice_mappings
# mapping_set_id: co_320_to
# mapping_set_title: 'Rice Mappings: CO_320-TO'
# object_source: http://purl.obolibrary.org/to.owl
# object_source_version: http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
# subject_source: https://cropontology.org/ontology/CO_320/Rice/owl
# subject_source_version: https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	creator_id	subject_source_version	object_source_version	confidence
CO_320:0000018	panicle type	rdfs:subClassOf	TO:0000089	panicle type	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000020	grain thickness	rdfs:subClassOf	TO:0000399	grain thickness	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000021	leaf width	rdfs:subClassOf	TO:0000370	leaf width	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000023	basal leaf sheath color	rdfs:subClassOf	TO:0000367	basal leaf sheath color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000025	ligule length	rdfs:subClassOf	TO:0000024	ligule length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000026	ligule color	rdfs:subClassOf	TO:0000197	ligule color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000027	ligule shape	rdfs:subClassOf	TO:0000335	ligule shape	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000028	collar color	rdfs:subClassOf	TO:0000364	leaf collar color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000029	auricle color	rdfs:subClassOf	TO:0000294	leaf sheath auricle color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000030	culm length	rdfs:subClassOf	TO:0000576	stem length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000031	culm angle	rdfs:subClassOf	TO:0000427	culm angle	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000033	panicle length	rdfs:subClassOf	TO:0000040	panicle length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000034	secondary panicle branching	rdfs:subClassOf	TO:0000142	secondary branching of inflorescence	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000035	panicle axis attitude	rdfs:subClassOf	TO:0000342	panicle axis angle	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000036	awn color	rdfs:subClassOf	TO:0000141	awn color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000037	apiculus color	rdfs:subClassOf	TO:0000140	apiculus color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000038	stigma color	rdfs:subClassOf	TO:0000185	stigma color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000039	lemma and palea color	rdfs:subClassOf	TO:0000264	lemma and palea color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000040	lemma and palea pubescence	rdfs:subClassOf	TO:0000417	lemma and palea pubescence	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000041	sterile lemma color	rdfs:subClassOf	TO:0000400	sterile lemma color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000042	sterile lemma length	rdfs:subClassOf	TO:0000240	sterile lemma length	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000055	alkali injury	rdfs:subClassOf	TO:0000481	alkali sensitivity	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000057	cold tolerance	rdfs:subClassOf	TO:0000303	cold tolerance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000058	drought recovery	rdfs:subClassOf	TO:0000458	drought recovery	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000060	drought injury	rdfs:subClassOf	TO:0000188	drought sensitivity	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000061	stem elongation	rdfs:subClassOf	TO:0006036	stem elongation	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000062	heat injury	rdfs:subClassOf	TO:0000259	heat tolerance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000063	iron toxicity injury	rdfs:subClassOf	TO:0000224	iron sensitivity	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000064	kneeing ability	rdfs:subClassOf	TO:0000337	kneeing ability	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000065	phosphorus deficiency damage	rdfs:subClassOf	TO:0000102	phosphorus sensitivity	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000066	salt injury	rdfs:subClassOf	TO:0000429	salt sensitivity, salt tolerance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000067	submergence tolerance	rdfs:subClassOf	TO:0000524	submergence tolerance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000069	zinc deficiency injury	rdfs:subClassOf	TO:0000351	zinc sensitivity	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000073	grain yield	rdfs:subClassOf	TO:0000396	grain yield trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000074	panicle exsertion	rdfs:subClassOf	TO:0000165	panicle exsertion	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000075	Phenotypic Acceptability	rdfs:subClassOf	TO:0000322	phenotypic acceptability	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000076	plant height	rdfs:subClassOf	TO:0000207	plant height	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000077	vigor	rdfs:subClassOf	TO:0000280	seedling vigor	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000078	panicle threshability	rdfs:subClassOf	TO:0000406	panicle threshability	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000079	tillering	rdfs:subClassOf	TO:0000329	tillering ability	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000080	lodging incidence	rdfs:subClassOf	TO:0000068	lodging incidence	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000082	maturity	rdfs:subClassOf	TO:0000469	days to maturity	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000084	culm strength	rdfs:subClassOf	TO:0000051	stem strength	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000085	leaf senescence	rdfs:subClassOf	TO:0000249	leaf senescence	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000086	seed germination	rdfs:subClassOf	TO:0000202	germination ratio	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000088	Time to heading	skos:narrowMatch	TO:0000137	days to heading	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000090	spikelet fertility	rdfs:subClassOf	TO:0000180	spikelet fertility	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000091	male sterility group	skos:broadMatch	TO:0000437	male sterility	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000093	stigma exsertion	rdfs:subClassOf	TO:0000044	stigma exsertion	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000094	glume opening	rdfs:subClassOf	TO:0000474	glume opening	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000098	fertility restoration	rdfs:subClassOf	TO:0000308	male fertility restoration trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000100	grain weight	rdfs:subClassOf	TO:0000181	seed weight	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000102	amylose content	rdfs:subClassOf	TO:0000196	amylose content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000103	scent	rdfs:subClassOf	TO:0000087	aroma	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000104	chalkiness of endosperm	rdfs:subClassOf	TO:0000266	chalky endosperm	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000105	grain elongation	rdfs:subClassOf	TO:0000377	cooked grain elongation	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000106	gel consistency	rdfs:subClassOf	TO:0000211	gel consistency	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000107	gelatinization temperature	rdfs:subClassOf	TO:0000462	gelatinization temperature	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
